exchange,symbol,market_type,timestamp_ms,received_at_ms,source,metadata,open_interest,open_interest_value,mark_price
binance,SOLUSDT,usdm_futures,1779201300000,1779201300000,history_downloader,{},9681159.24,813633162.4902279,
binance,SOLUSDT,usdm_futures,1779201600000,1779201600000,history_downloader,{},9676071.84,815343963.7641686,
binance,SOLUSDT,usdm_futures,1779201900000,1779201900000,history_downloader,{},9681786.59,815303248.7439,
binance,SOLUSDT,usdm_futures,1779202200000,1779202200000,history_downloader,{},9665394.41,810926590.999,
binance,SOLUSDT,usdm_futures,1779202500000,1779202500000,history_downloader,{},9686141.73,812870171.7442986,
binance,SOLUSDT,usdm_futures,1779202800000,1779202800000,history_downloader,{},9693984.8,814964649.8668066,
binance,SOLUSDT,usdm_futures,1779203100000,1779203100000,history_downloader,{},9693352.89,817097942.8286818,
binance,SOLUSDT,usdm_futures,1779203400000,1779203400000,history_downloader,{},9688727.2,815555838.8816185,
binance,SOLUSDT,usdm_futures,1779203700000,1779203700000,history_downloader,{},9689559.72,816636093.2016,
binance,SOLUSDT,usdm_futures,1779204000000,1779204000000,history_downloader,{},9688614.8,816459569.196,
binance,SOLUSDT,usdm_futures,1779204300000,1779204300000,history_downloader,{},9688858.78,814068651.6951228,
binance,SOLUSDT,usdm_futures,1779204600000,1779204600000,history_downloader,{},9698075.1,816286981.167,
binance,SOLUSDT,usdm_futures,1779204900000,1779204900000,history_downloader,{},9695210.94,818372755.4454,
binance,SOLUSDT,usdm_futures,1779205200000,1779205200000,history_downloader,{},9700037.09,819101761.2987176,
binance,SOLUSDT,usdm_futures,1779205500000,1779205500000,history_downloader,{},9696257.33,817008514.8761278,
binance,SOLUSDT,usdm_futures,1779205800000,1779205800000,history_downloader,{},9695979.5,816983232.67,
binance,SOLUSDT,usdm_futures,1779206100000,1779206100000,history_downloader,{},9695562.03,816989867.4016757,
binance,SOLUSDT,usdm_futures,1779206400000,1779206400000,history_downloader,{},9696432.64,817603200.2048,
binance,SOLUSDT,usdm_futures,1779206700000,1779206700000,history_downloader,{},9697130.39,817571835.0749365,
binance,SOLUSDT,usdm_futures,1779207000000,1779207000000,history_downloader,{},9698217.11,815814023.2932,
binance,SOLUSDT,usdm_futures,1779207300000,1779207300000,history_downloader,{},9699696.51,816423455.2467,
binance,SOLUSDT,usdm_futures,1779207600000,1779207600000,history_downloader,{},9697216.31,817184418.4437,
binance,SOLUSDT,usdm_futures,1779207900000,1779207900000,history_downloader,{},9696127.6,817383556.68,
binance,SOLUSDT,usdm_futures,1779208200000,1779208200000,history_downloader,{},9693013.06,817506011.7985991,
binance,SOLUSDT,usdm_futures,1779208500000,1779208500000,history_downloader,{},9690715.5,819931438.455,
binance,SOLUSDT,usdm_futures,1779208800000,1779208800000,history_downloader,{},9685337.84,819285292.0787932,
binance,SOLUSDT,usdm_futures,1779209100000,1779209100000,history_downloader,{},9675578.55,819198729.948315,
binance,SOLUSDT,usdm_futures,1779209400000,1779209400000,history_downloader,{},9673431.39,819064158.0767354,
binance,SOLUSDT,usdm_futures,1779209700000,1779209700000,history_downloader,{},9671656.63,819957881.4285461,
binance,SOLUSDT,usdm_futures,1779210000000,1779210000000,history_downloader,{},9665632.17,819560160.5413022,
binance,SOLUSDT,usdm_futures,1779210300000,1779210300000,history_downloader,{},9672513.27,821389826.8884,
binance,SOLUSDT,usdm_futures,1779210600000,1779210600000,history_downloader,{},9680217.1,820427284.7024199,
binance,SOLUSDT,usdm_futures,1779210900000,1779210900000,history_downloader,{},9676348.73,820264081.8421,
binance,SOLUSDT,usdm_futures,1779211200000,1779211200000,history_downloader,{},9668721.91,820777802.9399,
binance,SOLUSDT,usdm_futures,1779211500000,1779211500000,history_downloader,{},9672633.21,820142569.8759,
binance,SOLUSDT,usdm_futures,1779211800000,1779211800000,history_downloader,{},9667251.17,818557856.2538666,
binance,SOLUSDT,usdm_futures,1779212100000,1779212100000,history_downloader,{},9662023.76,816644995.4574687,
binance,SOLUSDT,usdm_futures,1779212400000,1779212400000,history_downloader,{},9661818.33,818602455.3917251,
binance,SOLUSDT,usdm_futures,1779212700000,1779212700000,history_downloader,{},9662792.91,817762163.9733,
binance,SOLUSDT,usdm_futures,1779213000000,1779213000000,history_downloader,{},9659644.59,816627611.0345362,
binance,SOLUSDT,usdm_futures,1779213300000,1779213300000,history_downloader,{},9659957.33,816771770.5086507,
binance,SOLUSDT,usdm_futures,1779213600000,1779213600000,history_downloader,{},9658769.71,817518268.2544,
binance,SOLUSDT,usdm_futures,1779213900000,1779213900000,history_downloader,{},9648944.74,816011256.6618,
binance,SOLUSDT,usdm_futures,1779214200000,1779214200000,history_downloader,{},9646459.58,817344520.2134,
binance,SOLUSDT,usdm_futures,1779214500000,1779214500000,history_downloader,{},9645490.03,816973005.541,
binance,SOLUSDT,usdm_futures,1779214800000,1779214800000,history_downloader,{},9645907.41,816916836.099985,
binance,SOLUSDT,usdm_futures,1779215100000,1779215100000,history_downloader,{},9646224.56,814913050.8288,
binance,SOLUSDT,usdm_futures,1779215400000,1779215400000,history_downloader,{},9644948.73,813647874.8628,
binance,SOLUSDT,usdm_futures,1779215700000,1779215700000,history_downloader,{},9636863.75,812856326.7965347,
binance,SOLUSDT,usdm_futures,1779216000000,1779216000000,history_downloader,{},9642231.85,814287751.9285703,
binance,SOLUSDT,usdm_futures,1779216300000,1779216300000,history_downloader,{},9646405.67,814349566.6614,
binance,SOLUSDT,usdm_futures,1779216600000,1779216600000,history_downloader,{},9647431.92,814918574.2824,
binance,SOLUSDT,usdm_futures,1779216900000,1779216900000,history_downloader,{},9647589.68,814256568.992,
binance,SOLUSDT,usdm_futures,1779217200000,1779217200000,history_downloader,{},9653272.46,814048027.0553099,
binance,SOLUSDT,usdm_futures,1779217500000,1779217500000,history_downloader,{},9658763.0,815006421.94,
binance,SOLUSDT,usdm_futures,1779217800000,1779217800000,history_downloader,{},9657026.99,816801989.2036052,
binance,SOLUSDT,usdm_futures,1779218100000,1779218100000,history_downloader,{},9660557.16,818055980.3088,
binance,SOLUSDT,usdm_futures,1779218400000,1779218400000,history_downloader,{},9661508.72,816687332.1016,
binance,SOLUSDT,usdm_futures,1779218700000,1779218700000,history_downloader,{},9661982.27,815105236.6840427,
binance,SOLUSDT,usdm_futures,1779219000000,1779219000000,history_downloader,{},9657303.52,813724394.5952,
binance,SOLUSDT,usdm_futures,1779219300000,1779219300000,history_downloader,{},9656780.74,814607884.2537065,
binance,SOLUSDT,usdm_futures,1779219600000,1779219600000,history_downloader,{},9657879.28,815449398.535996,
binance,SOLUSDT,usdm_futures,1779219900000,1779219900000,history_downloader,{},9659512.43,815552634.4649,
binance,SOLUSDT,usdm_futures,1779220200000,1779220200000,history_downloader,{},9654282.58,814815275.2590331,
binance,SOLUSDT,usdm_futures,1779220500000,1779220500000,history_downloader,{},9659919.66,814195956.971422,
binance,SOLUSDT,usdm_futures,1779220800000,1779220800000,history_downloader,{},9661209.17,814477331.3784729,
binance,SOLUSDT,usdm_futures,1779221100000,1779221100000,history_downloader,{},9662564.02,814264269.9654,
binance,SOLUSDT,usdm_futures,1779221400000,1779221400000,history_downloader,{},9662994.01,815266804.6237,
binance,SOLUSDT,usdm_futures,1779221700000,1779221700000,history_downloader,{},9661918.2,815398974.542733,
binance,SOLUSDT,usdm_futures,1779222000000,1779222000000,history_downloader,{},9655233.05,815094774.081,
binance,SOLUSDT,usdm_futures,1779222300000,1779222300000,history_downloader,{},9653205.22,814390742.6101921,
