exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779176700000,2164427.90500000,4634396956.41073900
binance,usdm_futures,ETHUSDT,1779177600000,2162954.79300000,4628944982.77034400
binance,usdm_futures,ETHUSDT,1779178500000,2165127.04000000,4620792477.49760000
binance,usdm_futures,ETHUSDT,1779179400000,2163701.56800000,4616363441.63696100
binance,usdm_futures,ETHUSDT,1779180300000,2170540.15300000,4637554759.72109800
binance,usdm_futures,ETHUSDT,1779181200000,2170354.61500000,4628476548.40285000
binance,usdm_futures,ETHUSDT,1779182100000,2169909.78400000,4623836990.64048000
binance,usdm_futures,ETHUSDT,1779183000000,2159518.22300000,4568180733.01092100
binance,usdm_futures,ETHUSDT,1779183900000,2159468.06400000,4567059008.55360000
binance,usdm_futures,ETHUSDT,1779184800000,2178429.15500000,4603826823.30235000
binance,usdm_futures,ETHUSDT,1779185700000,2190668.70100000,4632037528.14244000
binance,usdm_futures,ETHUSDT,1779186600000,2188809.90800000,4630077150.78872000
binance,usdm_futures,ETHUSDT,1779187500000,2188403.65000000,4614796196.93750000
binance,usdm_futures,ETHUSDT,1779188400000,2184969.34200000,4627218824.02050000
binance,usdm_futures,ETHUSDT,1779189300000,2184532.62700000,4625507539.08353000
binance,usdm_futures,ETHUSDT,1779190200000,2186346.47200000,4621509324.61667200
binance,usdm_futures,ETHUSDT,1779191100000,2188548.06500000,4614532540.86994700
binance,usdm_futures,ETHUSDT,1779192000000,2189307.96400000,4618848690.88972000
binance,usdm_futures,ETHUSDT,1779192900000,2191440.51900000,4630623405.65661400
binance,usdm_futures,ETHUSDT,1779193800000,2187479.42700000,4629340836.56583000
binance,usdm_futures,ETHUSDT,1779194700000,2183427.25200000,4621616795.76336000
binance,usdm_futures,ETHUSDT,1779195600000,2183557.65800000,4623464985.04920000
binance,usdm_futures,ETHUSDT,1779196500000,2182058.10400000,4612367013.25274200
binance,usdm_futures,ETHUSDT,1779197400000,2181306.94900000,4596799012.04464000
binance,usdm_futures,ETHUSDT,1779198300000,2193125.39100000,4632538950.41710200
binance,usdm_futures,ETHUSDT,1779199200000,2200512.27700000,4660775114.27988600
binance,usdm_futures,ETHUSDT,1779200100000,2211517.88200000,4665052400.53298100
binance,usdm_futures,ETHUSDT,1779201000000,2225725.81100000,4688224333.77418000
binance,usdm_futures,ETHUSDT,1779201900000,2229119.05300000,4693699951.56839000
binance,usdm_futures,ETHUSDT,1779202800000,2226701.92100000,4688597385.44545000
binance,usdm_futures,ETHUSDT,1779203700000,2228000.94400000,4699544671.18864000
binance,usdm_futures,ETHUSDT,1779204600000,2228473.45900000,4692431919.61531900
binance,usdm_futures,ETHUSDT,1779205500000,2226678.80500000,4696288267.62550000
binance,usdm_futures,ETHUSDT,1779206400000,2228086.46200000,4699814178.61970000
binance,usdm_futures,ETHUSDT,1779207300000,2234821.04500000,4709863004.12705000
binance,usdm_futures,ETHUSDT,1779208200000,2233059.31900000,4715097654.75839700
binance,usdm_futures,ETHUSDT,1779209100000,2227387.00800000,4715356022.06592000
binance,usdm_futures,ETHUSDT,1779210000000,2227460.30000000,4722998900.53717400
binance,usdm_futures,ETHUSDT,1779210900000,2227562.79300000,4726682672.05948400
binance,usdm_futures,ETHUSDT,1779211800000,2212572.40000000,4687986131.72014400
binance,usdm_futures,ETHUSDT,1779212700000,2216783.09800000,4690920896.97861000
binance,usdm_futures,ETHUSDT,1779213600000,2216898.51700000,4689050729.24738000
binance,usdm_futures,ETHUSDT,1779214500000,2216594.29800000,4692467390.53615100
binance,usdm_futures,ETHUSDT,1779215400000,2212375.15200000,4672093845.99360000
binance,usdm_futures,ETHUSDT,1779216300000,2208845.31000000,4671049765.97730800
binance,usdm_futures,ETHUSDT,1779217200000,2206663.46800000,4665637623.80524600
binance,usdm_futures,ETHUSDT,1779218100000,2205372.64000000,4679098288.15403800
binance,usdm_futures,ETHUSDT,1779219000000,2204404.19500000,4654577413.70055000
binance,usdm_futures,ETHUSDT,1779219900000,2205985.78900000,4661553629.44479000
binance,usdm_futures,ETHUSDT,1779220800000,2209028.90500000,4666271935.17397500
binance,usdm_futures,ETHUSDT,1779221700000,2209273.04900000,4671353212.99707000
binance,usdm_futures,ETHUSDT,1779222600000,2208970.77000000,4671288397.61130000
binance,usdm_futures,ETHUSDT,1779223500000,2209229.11300000,4673425357.93133000
binance,usdm_futures,ETHUSDT,1779224400000,2209174.40600000,4677953400.42547200
binance,usdm_futures,ETHUSDT,1779225300000,2208768.37000000,4679517095.50441200
binance,usdm_futures,ETHUSDT,1779226200000,2208663.75400000,4677066365.47040000
binance,usdm_futures,ETHUSDT,1779227100000,2208197.64000000,4675319360.11687800
binance,usdm_futures,ETHUSDT,1779228000000,2208148.45400000,4672442128.66400000
binance,usdm_futures,ETHUSDT,1779228900000,2210807.97100000,4661573097.41226800
binance,usdm_futures,ETHUSDT,1779229800000,2207407.76800000,4643087970.99700500
binance,usdm_futures,ETHUSDT,1779230700000,2205893.35100000,4647045227.88415000
binance,usdm_futures,ETHUSDT,1779231600000,2207430.60300000,4647247468.39371000
